-0.04092251	0.034705225	0.009179793	0.046777	0.0471063	-0.01795436	0.029690336	-0.043819655	0.047254417	0.048342753	-0.044887006	0.004293848	-0.048993684	-0.036109697	-0.01145158	0.005855728	-0.04340998	-0.021159112	0.024616908	0.033274923	0.006835211	-0.04630686	0.023188028	0.04931506	-0.0336648	0.0013750568	0.029559921	0.046551038	0.020770792	0.034445476	0.03620017	-0.0033274516
-0.15565626	-0.21449937	-0.18899637	0.054320823	-0.039537504	-0.091693714	0.17668338	-0.2303599	0.21337165	-0.07985575	0.029751077	0.28611746	0.07480534	0.1967533	-0.26489735	-0.14133321	-0.10346222	0.31552047	-0.035354495	-0.29218808	0.22981693	0.04570708	-0.21557137	0.14768194	0.07112187	0.24594046	-0.12346144	0.22410372	-0.19139457	0.24358608	0.0661982	-0.36385742
-0.15893465	-0.40537977	-0.2762861	0.19891332	0.104897395	-0.3240698	0.35465708	-0.36239493	0.46439552	0.049172092	0.012851045	0.49225548	0.2150175	0.4202686	-0.1922811	-0.3816197	-0.24766088	0.46572533	-0.28523305	-0.48099223	0.37038118	-0.0064697266	-0.32594007	-0.01032833	0.19054899	0.41096398	-0.266048	0.38914904	-0.35395378	0.37747	0.06599149	-0.45117906
-0.4076444	0.15765195	0.15789296	-0.30538535	-0.3119343	0.25136775	-0.16733187	0.1268009	-0.13043948	-0.41824797	0.35608274	-0.040995363	-0.3443743	-0.08493654	-0.44955775	0.17967023	0.23290999	-0.007974482	0.24447906	0.042880338	-0.20808886	0.33242017	0.20712093	0.3472016	-0.28033715	-0.03714562	0.16816945	-0.17126793	0.077592045	-0.12655343	0.3630959	-0.07932668
-0.23420987	-0.22572432	-0.14212805	-0.0733889	-0.08477268	-0.09703801	0.14797063	-0.24795637	0.25941253	-0.12295722	0.2164405	0.27311495	0.017736139	0.17621006	-0.39978862	-0.12045575	-0.015566066	0.3305646	-0.06363638	-0.2831932	0.22897646	0.118079685	-0.13952792	0.20542978	-0.017357156	0.24769117	-0.037329882	0.14158534	-0.17263027	0.22911726	0.2010885	-0.28959048
-0.17319243	-0.0015601708	0.014446569	-0.057886887	-0.13967521	0.089362994	0.0073872437	-0.08151285	0.061861	-0.14898121	0.11606873	0.08758909	-0.027792096	0.103609286	-0.21986787	-0.03852745	0.0026788707	0.1277415	0.07345515	-0.1681362	-0.0059496854	0.12545037	-0.054515682	0.12497415	-0.041941423	0.09775711	0.0698032	0.06514838	-0.043955542	0.1043607	0.15690127	-0.13520798
-0.40351805	0.15355337	0.20266537	-0.31575012	-0.37793827	0.29216087	-0.15095028	0.13055551	-0.14500892	-0.3940598	0.38113782	-0.17213319	-0.26277646	-0.14340557	-0.49920055	0.21484616	0.27968866	0.023318306	0.3066582	-0.028707596	-0.19052447	0.25445566	0.1738879	0.40918067	-0.22245911	-0.029077463	0.2612351	-0.08370201	0.14102596	-0.07441611	0.40332693	-0.047794502
-0.15473777	-0.12342066	-0.03917559	-0.028806806	-0.120577924	-0.024719024	0.056735005	-0.0937873	0.12924586	-0.068558715	0.13757688	0.070472054	-0.013756122	0.07702412	-0.1979308	-0.10638922	-0.03326117	0.1531151	0.043865357	-0.15730846	0.09908413	0.032496553	-0.02918262	0.08738491	0.013743628	0.16464049	-0.021765934	0.14526285	-0.091525674	0.14756873	0.09283385	-0.1618071
-0.14018048	-0.3226768	-0.28398097	0.19650127	0.13412127	-0.2447444	0.35800698	-0.356538	0.4295322	0.095765315	-0.041084237	0.27986804	0.23638418	0.2890712	-0.16277677	-0.28948614	-0.21986254	0.42834297	-0.20753592	-0.45088267	0.30129376	-0.08507132	-0.3802431	-0.025700523	0.24766792	0.37374917	-0.2660745	0.38992974	-0.3237129	0.38608557	0.04050953	-0.510515
-0.3018582	-0.040154077	0.06322041	-0.11906858	-0.1969522	0.09662594	-0.030693201	0.010743448	0.018476462	-0.2627526	0.20993464	0.056487072	-0.14971471	0.009183163	-0.33595067	0.014913793	0.07340002	0.13749105	0.12286518	-0.15454306	0.0071448022	0.17055659	0.059133407	0.23013318	-0.06689082	0.065619305	0.07398816	0.040892012	-0.02051951	0.008570953	0.2680928	-0.12381601
-0.07339913	-0.18337366	-0.1463967	0.066187516	-0.010135032	-0.072397485	0.18921758	-0.2089774	0.16424218	0.020486414	0.07722546	0.15238483	0.0016284063	0.15779375	-0.18185559	-0.13108078	-0.07263264	0.23135927	-0.03281781	-0.20476589	0.1483965	0.017499039	-0.1109785	0.045816503	0.025715347	0.18371835	-0.035100672	0.10209393	-0.20061028	0.2039535	0.0901512	-0.28833708
